health_index,rul_hours,degradation_rate,anomaly_severity,egt_deviation,cht_deviation,oil_pressure_deviation,vibration_deviation,mission_duration,mission_altitude,engine_load,label
56.25,646.8,0.0072,0.062,20.9,12.5,-12.4,1.048,248.1,9245.0,65.7,2
100.0,1421.1,0.0868,0.0,-4.3,0.4,-2.4,0.841,266.1,11874.0,65.9,2
79.52,1511.4,0.0655,0.242,8.2,12.7,-2.4,0.649,267.5,2129.0,75.0,2
32.99,482.0,0.0091,0.206,34.6,18.1,-15.3,1.714,186.1,7450.0,81.0,2
74.08,1444.6,0.0047,0.195,11.7,9.2,-3.9,0.682,201.8,1082.0,98.1,2
71.9,1005.5,0.0308,0.059,22.0,8.9,-3.0,0.853,116.7,7469.0,89.0,2
100.0,1773.5,0.0129,0.0,-8.6,-1.0,-4.7,0.898,218.4,11390.0,67.4,0
100.0,1577.3,0.0421,0.0,-3.8,0.3,1.2,0.596,109.6,453.0,50.8,0
59.87,713.5,0.0228,0.365,18.9,9.2,-8.1,1.313,161.1,11252.0,45.8,1
56.26,1165.8,0.0601,0.007,27.6,16.0,-7.9,0.685,265.8,7207.0,99.1,2
64.63,1348.3,0.0108,0.286,26.1,12.0,-7.4,1.404,236.4,6115.0,48.5,1
100.0,1858.1,0.0463,0.0,-1.3,0.9,1.0,0.577,147.4,7463.0,50.6,0
40.31,1057.9,0.0531,0.174,34.2,18.8,-11.0,1.098,105.4,521.0,50.2,2
100.0,2077.0,0.0073,0.0,2.1,0.1,-2.3,0.0,221.5,14769.0,55.5,0
74.8,1768.7,0.0439,0.076,12.6,5.6,-5.1,0.964,37.5,12278.0,86.4,2
100.0,1963.3,0.0132,0.0,2.5,1.5,-1.6,0.0,78.3,9672.0,68.0,0
44.55,1011.0,0.0431,0.046,32.4,13.4,-9.1,1.721,252.3,9536.0,57.6,2
49.97,1123.7,0.035,0.058,16.9,15.4,-6.1,0.805,70.4,5029.0,93.1,2
87.34,1313.0,0.0064,0.094,5.9,0.8,-0.2,0.682,67.0,453.0,50.5,0
96.36,1789.6,0.0122,0.0,0.4,-1.7,1.2,0.0,283.8,13024.0,46.1,0
100.0,1656.7,0.0005,0.0,-11.7,-1.7,-0.3,0.871,135.0,8779.0,58.1,0
58.36,975.7,0.0358,0.114,20.6,16.3,-6.5,0.963,288.5,1565.0,51.0,1
63.31,1446.5,0.0218,0.015,16.0,7.9,-7.3,0.948,41.4,4693.0,81.1,2
97.29,1616.1,0.0017,0.0,3.0,0.4,0.4,0.369,95.9,12079.0,52.9,0
69.1,1224.0,0.0438,0.233,24.0,10.5,-5.8,0.646,193.8,10869.0,93.8,2
95.18,1849.0,0.0123,0.0,-2.0,6.1,-0.3,0.0,86.2,8187.0,56.1,0
36.02,975.2,0.0201,0.167,29.2,22.4,-10.6,0.871,100.6,14934.0,73.8,2
57.74,837.6,0.0157,0.242,30.3,13.4,-5.1,0.632,170.7,12749.0,62.6,1
89.57,1487.1,0.0701,0.254,-5.9,5.6,-2.6,0.13,235.5,341.0,46.2,1
100.0,1900.5,0.0142,0.0,1.2,-3.9,1.9,0.0,248.6,13937.0,82.6,1
66.45,1563.9,0.0132,0.025,16.1,6.2,-4.6,0.714,246.8,16.0,71.6,2
100.0,1785.3,0.0129,0.0,9.9,0.0,1.4,0.0,127.2,3868.0,87.3,1
43.75,666.5,0.0226,0.183,34.5,21.4,-10.2,1.903,280.9,7116.0,67.3,2
100.0,1672.5,0.0176,0.0,-5.1,3.0,2.3,0.0,128.2,11351.0,95.4,1
78.0,1440.0,0.0722,0.108,13.8,8.4,-3.6,0.812,290.1,10338.0,72.2,2
100.0,2031.0,0.0203,0.0,-4.8,-2.4,-0.9,0.095,138.0,9121.0,56.8,0
17.04,0.0,0.0387,0.034,54.6,22.0,-14.6,1.342,67.7,10672.0,53.3,3
74.53,1392.0,0.018,0.016,14.2,4.4,-7.3,0.0,253.6,5245.0,85.8,2
78.11,1156.2,0.0337,0.16,15.4,9.8,-5.9,0.585,248.0,9712.0,60.3,0
40.11,832.8,0.0254,0.096,37.5,20.0,-10.1,1.818,138.9,2045.0,81.2,2
84.92,1715.0,0.055,0.065,10.8,3.9,-5.1,0.627,163.3,14051.0,62.7,1
3.89,0.0,0.0243,0.174,53.3,31.1,-20.7,2.439,258.9,14470.0,59.7,3
68.55,1048.3,0.0588,0.024,17.4,7.8,-6.7,0.505,66.0,5474.0,92.3,2
69.22,1094.5,0.0178,0.041,14.1,8.8,-1.2,1.83,185.7,3454.0,56.9,1
100.0,1720.3,0.0317,0.0,10.0,-0.0,1.4,0.26,265.4,4907.0,97.4,1
100.0,1682.5,0.0253,0.0,-5.4,-2.8,-0.9,0.0,82.2,10629.0,58.7,0
100.0,1884.6,0.0332,0.0,-2.3,-0.7,3.0,0.0,213.1,5620.0,42.6,0
89.21,1646.4,0.0046,0.023,17.9,3.0,-2.5,0.0,210.1,9189.0,92.1,1
87.34,1344.3,0.0009,0.181,7.7,1.7,0.1,1.342,144.8,9780.0,69.9,0
100.0,1426.0,0.0125,0.0,-6.6,-0.6,1.7,0.0,287.7,4728.0,61.3,0
92.95,1437.7,0.0048,0.0,11.7,4.3,-3.1,0.043,240.9,13948.0,91.7,1
59.67,1351.9,0.0182,0.009,22.9,18.8,-7.2,1.555,68.4,10243.0,47.4,1
56.78,981.2,0.0043,0.099,23.8,15.1,-9.4,1.628,39.6,13588.0,92.6,2
68.79,1312.6,0.0179,0.237,22.8,5.7,-5.9,1.391,32.4,13255.0,83.7,2
88.24,1522.6,0.0486,0.041,9.6,4.5,-2.9,0.313,219.3,13812.0,76.0,1
100.0,1643.5,0.0297,0.0,0.4,-5.2,-0.6,0.0,89.6,5305.0,64.5,0
100.0,1753.4,0.0098,0.0,-7.1,3.0,0.1,0.0,74.7,1469.0,84.1,1
72.91,1547.2,0.0031,0.041,22.9,8.3,-4.8,0.727,249.2,1928.0,77.0,2
39.08,1028.7,0.0064,0.069,32.3,15.3,-12.3,2.494,237.5,5572.0,78.9,2
100.0,2131.8,0.004,0.0,6.0,0.2,-4.2,0.014,46.7,14909.0,43.3,0
74.57,1149.5,0.0215,0.047,23.4,7.6,-4.0,0.145,244.0,1178.0,70.0,2
93.92,1798.3,0.0045,0.0,11.6,7.9,-1.6,0.489,240.7,3601.0,52.0,0
100.0,1843.4,0.0171,0.0,-2.3,-1.4,-1.7,0.157,267.2,8156.0,57.2,0
62.68,1439.1,0.0068,0.007,19.7,14.6,-4.4,1.49,116.3,14376.0,52.2,1
100.0,1708.7,0.0391,0.0,-2.7,4.2,3.0,0.0,165.5,1156.0,91.8,1
57.73,1325.7,0.0344,0.314,22.6,12.7,-9.7,1.213,74.2,8274.0,69.4,2
75.55,1358.9,0.0007,0.042,14.8,3.1,-5.5,0.694,259.2,11630.0,74.7,1
83.92,1663.2,0.0038,0.059,3.5,4.6,3.2,0.554,58.3,3335.0,60.9,0
51.18,1341.8,0.0355,0.161,24.9,13.7,-5.7,1.374,122.0,10380.0,42.7,1
90.3,1842.8,0.0064,0.0,9.1,1.6,-4.2,0.383,96.0,7172.0,70.5,0
100.0,1708.6,0.0117,0.0,-1.9,-0.2,-3.1,0.0,228.7,859.0,65.5,0
100.0,2102.5,0.0099,0.0,-0.7,-1.9,0.0,0.293,170.1,13841.0,52.0,0
100.0,2052.2,0.0169,0.0,-0.2,-2.5,-1.7,0.0,76.4,12011.0,77.9,1
64.88,1216.5,0.0093,0.045,17.8,8.4,-6.2,1.074,272.5,4511.0,75.8,2
57.14,696.9,0.0228,0.094,17.0,11.8,-4.4,0.382,220.7,2524.0,57.5,1
68.97,1210.1,0.0061,0.072,14.4,7.0,-8.3,0.827,70.1,14669.0,87.2,2
100.0,1698.3,0.0184,0.0,-8.0,0.4,-2.4,0.0,80.7,2328.0,44.5,0
100.0,1617.0,0.0278,0.0,-7.7,-0.7,-2.7,0.129,224.9,1584.0,79.1,1
62.99,1199.1,0.006,0.029,16.6,11.3,-5.4,1.636,65.7,526.0,83.3,2
89.9,1558.8,0.0596,0.064,8.3,1.3,-3.4,0.468,103.9,4017.0,43.0,1
72.7,1549.3,0.0042,0.084,14.8,6.4,-5.7,0.731,129.2,1325.0,85.0,2
67.12,1006.2,0.0419,0.078,19.6,5.6,-4.4,1.204,108.2,13105.0,84.1,2
100.0,1739.7,0.0711,0.0,-7.7,5.3,3.5,0.0,44.6,366.0,49.2,1
41.38,351.5,0.0509,0.01,34.5,17.0,-9.6,0.708,105.6,7789.0,97.3,2
70.92,1203.8,0.0162,0.049,11.0,3.3,-4.9,0.577,128.1,239.0,99.3,2
95.78,1631.8,0.0017,0.0,2.6,-1.2,-1.5,0.682,161.5,55.0,91.6,1
91.88,1297.7,0.0005,0.0,3.3,6.1,-2.5,0.335,92.1,8546.0,64.3,0
93.34,1845.6,0.0229,0.0,-4.4,-4.9,0.4,0.503,238.2,9035.0,74.7,1
76.37,1663.4,0.0033,0.128,14.7,11.1,-4.8,0.395,248.0,12632.0,43.0,0
46.48,1041.6,0.0155,0.041,21.3,21.8,-12.8,0.739,66.1,12902.0,74.6,2
72.69,1149.8,0.0144,0.133,19.0,12.3,-4.1,0.0,176.8,6622.0,51.4,1
63.23,917.6,0.0079,0.201,22.7,9.1,-6.3,0.25,117.1,13529.0,88.4,2
70.33,1741.0,0.0117,0.017,17.4,14.2,-4.9,1.093,133.3,12985.0,98.3,2
60.25,1229.4,0.0101,0.244,22.1,11.3,-10.4,0.504,142.5,4107.0,62.8,1
53.61,959.2,0.0025,0.003,27.1,11.2,-9.0,1.428,57.3,9576.0,63.6,1
51.47,1142.5,0.0399,0.028,30.2,13.0,-11.2,0.228,69.6,4300.0,54.4,1
82.91,1197.1,0.0069,0.202,9.0,3.6,-5.5,0.098,116.4,10066.0,80.7,1
69.19,805.1,0.0158,0.06,13.1,13.7,-7.3,1.022,292.1,10918.0,44.6,1
51.73,1165.1,0.0265,0.012,24.4,14.9,-11.5,0.903,143.9,7911.0,73.8,2
93.88,1591.7,0.0619,0.0,4.3,-1.3,1.1,0.096,142.7,4520.0,63.3,1
30.26,332.4,0.0222,0.056,30.0,22.0,-13.7,1.306,158.2,11650.0,40.3,2
54.87,1011.8,0.0396,0.081,20.6,18.1,-10.8,1.261,289.8,12662.0,90.5,2
64.58,1301.5,0.0153,0.081,17.4,14.1,-6.5,1.51,112.8,12690.0,83.9,2
100.0,1894.4,0.032,0.0,-4.9,4.2,-2.5,0.441,145.2,7805.0,44.8,0
62.93,1548.4,0.0042,0.292,15.4,14.8,-7.2,0.614,264.8,4644.0,83.1,2
43.29,1010.9,0.0213,0.245,22.3,13.7,-12.7,0.395,152.5,10387.0,82.0,2
100.0,1746.6,0.0176,0.0,2.5,-0.7,0.8,0.14,222.6,8690.0,65.5,0
47.55,929.9,0.0343,0.196,22.0,12.4,-8.8,1.81,235.0,12898.0,46.9,2
85.17,1432.4,0.0042,0.02,7.8,4.1,0.5,0.36,145.9,7106.0,44.2,0
55.39,1072.6,0.0001,0.119,28.5,11.6,-6.6,1.269,166.8,5124.0,78.9,2
77.03,1398.2,0.0284,0.276,14.7,10.7,-4.2,0.368,186.0,10489.0,78.3,1
100.0,2051.5,0.0096,0.0,-2.4,0.3,0.8,0.0,77.5,10038.0,84.2,1
100.0,1819.5,0.0195,0.0,-4.2,4.5,3.6,0.505,229.8,10113.0,80.4,1
89.87,1725.7,0.0019,0.063,9.2,7.4,-2.2,0.097,299.5,7293.0,83.5,1
100.0,1709.8,0.0027,0.0,-3.1,3.8,1.7,0.0,217.8,4286.0,68.2,0
85.66,1563.7,0.0166,0.061,3.0,12.0,-3.1,0.46,262.5,7877.0,95.4,1
79.87,1254.9,0.0374,0.059,19.8,8.4,-2.3,0.0,77.5,873.0,47.6,0
100.0,2008.1,0.0023,0.0,5.2,1.6,-1.7,0.498,173.7,14278.0,99.7,1
100.0,1788.5,0.0296,0.0,-0.1,-3.4,-1.3,0.0,88.5,580.0,76.5,1
97.33,1884.1,0.0164,0.0,-0.0,6.4,-2.4,0.28,197.5,8875.0,89.9,1
67.06,1220.5,0.0022,0.164,11.5,13.6,-3.8,0.301,33.1,7298.0,49.2,1
24.0,297.8,0.0062,0.091,42.7,26.3,-12.0,1.837,105.7,4178.0,82.9,2
92.73,2056.4,0.0396,0.0,-10.4,-1.0,-0.3,0.195,296.1,12246.0,87.7,1
42.62,871.2,0.0218,0.42,27.8,18.0,-10.2,1.536,81.5,5236.0,63.5,2
40.65,525.0,0.0174,0.166,43.0,13.8,-11.5,1.533,203.7,13434.0,99.9,2
72.96,1476.3,0.0052,0.028,14.2,8.0,-4.8,0.749,68.4,6471.0,71.4,2
78.65,1161.5,0.0028,0.06,8.8,4.7,-3.3,1.474,86.1,7335.0,50.7,0
100.0,2171.4,0.0104,0.0,-4.0,2.0,-0.0,0.11,239.2,3397.0,96.5,1
47.0,983.4,0.0019,0.027,25.0,13.9,-8.4,1.141,169.6,3501.0,67.1,2
82.14,1578.2,0.0008,0.067,19.4,-0.4,-2.7,0.0,99.3,12855.0,61.7,0
81.06,945.5,0.041,0.166,3.6,10.2,-4.6,0.355,50.3,14865.0,50.5,0
100.0,1949.1,0.0132,0.0,8.6,0.7,3.1,0.396,46.3,5867.0,43.2,0
88.76,1289.0,0.0109,0.17,0.6,3.3,-1.7,0.372,35.8,9844.0,76.8,1
93.23,1438.9,0.0069,0.0,9.2,4.9,-2.8,0.0,116.0,13017.0,70.3,0
75.85,1492.0,0.0574,0.132,12.2,10.4,-5.6,0.316,62.7,10530.0,76.3,2
75.95,1378.0,0.0008,0.138,5.0,9.2,-3.9,0.371,180.6,5373.0,94.5,1
95.45,1545.0,0.0028,0.0,-6.0,0.4,-1.8,0.0,75.5,14468.0,45.2,0
70.83,1361.9,0.041,0.16,12.8,7.9,-4.8,0.734,146.1,14850.0,47.6,1
80.1,1952.4,0.0233,0.134,25.1,6.6,-3.7,0.004,71.2,1095.0,76.9,1
65.79,1146.4,0.0581,0.024,17.4,6.6,-3.7,0.603,263.7,9137.0,48.8,1
14.1,392.9,0.0638,0.066,46.7,20.9,-15.1,1.465,34.7,6820.0,65.8,2
100.0,1636.1,0.0207,0.0,4.7,-1.3,-2.2,0.0,135.7,10736.0,52.0,0
59.61,892.9,0.0194,0.064,22.3,15.1,-7.0,1.07,169.3,2647.0,59.6,1
84.8,1704.9,0.0101,0.053,13.5,3.7,-2.2,0.224,203.3,12860.0,49.1,0
100.0,1974.8,0.0287,0.0,-7.7,-4.3,-0.6,0.021,251.4,7866.0,82.3,1
100.0,2056.2,0.0352,0.0,-4.2,0.2,4.2,0.0,76.4,10789.0,44.2,0
54.56,929.8,0.0248,0.043,30.5,11.2,-6.0,1.187,179.8,14259.0,60.0,1
97.24,1682.9,0.0058,0.0,0.3,0.1,-3.7,0.032,198.4,5850.0,40.7,0
82.91,1410.2,0.0217,0.326,9.5,5.3,-4.9,0.561,97.2,2188.0,48.8,0
75.78,1308.2,0.0024,0.415,16.8,5.2,-5.5,0.336,201.0,6174.0,59.6,0
100.0,1839.4,0.0485,0.0,3.8,1.6,3.8,0.0,122.7,14783.0,81.5,1
80.08,1311.7,0.0065,0.011,13.6,7.2,-4.0,0.781,167.6,13137.0,76.6,1
100.0,1831.2,0.0224,0.0,-6.9,3.9,-0.7,0.0,291.8,11480.0,80.4,1
80.59,1482.5,0.0009,0.005,12.8,9.1,-3.4,0.077,172.6,6265.0,45.1,0
26.58,662.0,0.0285,0.015,40.9,20.8,-13.7,1.988,236.1,6264.0,68.1,2
75.64,1136.3,0.0097,0.125,11.3,8.2,-4.6,1.028,264.7,2642.0,56.7,0
81.81,1224.4,0.0843,0.221,6.2,1.1,-1.3,0.139,286.7,14346.0,56.6,1
73.66,794.8,0.02,0.019,16.3,2.5,-4.8,0.097,89.7,9435.0,79.3,2
100.0,1891.8,0.0123,0.0,-1.8,8.5,-2.4,0.0,210.5,5647.0,59.2,0
100.0,1383.3,0.0187,0.0,-1.0,3.7,-4.1,0.128,129.1,12657.0,72.0,1
90.98,1425.9,0.0114,0.0,4.1,4.2,0.4,0.301,78.8,8817.0,48.6,0
100.0,1205.1,0.0331,0.0,4.7,-0.5,-0.9,0.0,55.1,7729.0,83.6,1
78.32,1222.8,0.0034,0.034,9.1,4.8,0.4,0.199,278.9,3506.0,92.4,1
100.0,2255.3,0.0609,0.0,0.9,-2.7,3.2,0.0,298.4,779.0,71.9,2
66.05,1142.3,0.0113,0.071,12.3,5.4,-5.7,0.885,93.4,13491.0,51.5,1
100.0,1644.0,0.0146,0.0,4.8,-2.3,-0.0,0.0,241.5,6332.0,86.5,1
96.65,1502.4,0.0016,0.0,8.7,7.2,2.0,0.0,126.2,7781.0,85.8,1
56.83,680.3,0.0156,0.005,25.2,14.2,-7.3,1.281,243.8,9758.0,63.8,1
100.0,1828.4,0.0001,0.0,0.5,-0.7,-0.9,0.104,277.1,14236.0,77.8,1
83.24,1615.2,0.0878,0.049,4.3,7.3,-5.8,0.942,160.4,163.0,54.1,1
67.81,1109.3,0.0653,0.246,15.3,4.1,-3.2,0.682,166.1,1450.0,41.1,1
41.05,765.6,0.0224,0.094,26.9,15.8,-10.6,1.591,210.1,9086.0,88.6,2
30.12,540.9,0.0023,0.122,39.7,19.3,-15.0,2.409,245.0,1994.0,88.5,2
97.8,1703.5,0.0056,0.0,4.3,1.6,-2.4,0.301,87.5,10996.0,52.9,0
55.26,1155.5,0.0417,0.143,27.4,12.1,-7.9,0.365,157.6,12902.0,78.8,2
26.15,414.5,0.0236,0.164,39.8,19.7,-15.2,0.933,30.0,3863.0,69.3,2
56.37,918.7,0.0186,0.194,21.4,9.9,-7.7,1.624,51.7,3641.0,93.2,2
18.48,304.8,0.0086,0.014,41.1,23.2,-12.7,2.584,99.7,10533.0,70.6,2
100.0,1829.1,0.0219,0.0,2.7,-1.8,2.7,0.0,94.7,9991.0,49.2,0
67.25,1400.3,0.0369,0.408,21.3,7.2,-4.3,0.995,157.3,4633.0,97.2,2
90.47,2006.0,0.0129,0.0,7.9,2.9,-1.7,0.156,146.5,11369.0,90.9,1
52.86,1154.2,0.0025,0.039,32.6,8.6,-5.9,0.739,282.9,6141.0,44.9,1
100.0,2171.2,0.0178,0.0,1.7,0.2,3.5,0.0,82.8,6310.0,61.1,0
69.18,1614.9,0.0029,0.035,22.9,9.2,-5.3,0.0,138.5,6335.0,98.8,2
91.02,1665.0,0.0214,0.0,2.8,7.5,-1.3,1.072,46.1,7054.0,70.3,0
84.18,1759.8,0.0331,0.193,5.3,2.3,-2.8,0.376,288.4,6335.0,78.9,1
69.11,1529.3,0.0006,0.072,19.8,6.8,-4.8,1.736,274.4,4707.0,90.9,2
89.21,1643.1,0.0322,0.033,-0.8,4.0,-2.3,0.074,104.4,14758.0,83.3,1
100.0,1515.9,0.0051,0.0,4.5,0.5,0.9,0.0,229.0,5022.0,83.7,1
41.83,814.3,0.0194,0.16,32.8,18.6,-9.5,1.282,162.2,8542.0,71.0,2
99.4,1819.1,0.0092,0.0,-6.1,-0.8,-2.3,0.387,66.0,11412.0,46.2,0
61.12,914.5,0.0036,0.003,25.0,14.2,-7.5,0.87,287.4,4879.0,73.5,2
67.01,1326.1,0.0021,0.124,27.1,7.8,-9.6,1.182,279.4,2116.0,76.4,2
53.02,654.0,0.0134,0.086,26.3,17.8,-7.1,0.363,39.4,2142.0,47.2,1
100.0,1795.5,0.0039,0.0,-3.5,-0.5,2.4,0.0,108.7,7687.0,88.4,1
28.32,440.8,0.0225,0.018,40.3,15.1,-12.0,1.839,210.9,5732.0,89.7,2
48.22,934.2,0.0016,0.063,24.1,15.0,-7.6,0.681,71.2,3876.0,71.3,2
59.66,1122.3,0.0261,0.021,29.8,7.9,-6.3,1.874,63.7,13064.0,79.8,2
57.45,1065.7,0.0057,0.052,19.0,10.3,-8.0,2.056,114.8,14173.0,60.6,1
99.07,1774.9,0.0168,0.0,-1.3,-2.1,0.4,1.366,122.6,6093.0,60.4,0
39.7,861.3,0.0097,0.263,39.2,18.2,-9.3,1.656,110.4,5723.0,64.3,2
75.63,1529.8,0.0032,0.003,17.3,8.2,-6.8,0.497,192.8,2023.0,73.0,1
77.92,1829.1,0.0092,0.194,13.4,4.9,-3.7,0.328,57.1,11028.0,75.1,1
100.0,1811.5,0.0181,0.0,4.5,1.7,-0.1,0.0,70.0,7431.0,40.2,0
84.38,1861.9,0.0334,0.542,1.4,4.1,-1.2,0.28,206.9,1545.0,48.8,0
32.08,898.3,0.0128,0.016,36.0,20.0,-12.7,1.826,39.6,3983.0,52.4,2
89.95,1961.9,0.0028,0.009,7.7,1.4,-1.4,0.503,207.4,12578.0,92.3,1
79.3,838.6,0.0404,0.091,7.3,2.8,-4.4,0.236,64.4,14011.0,57.3,0
100.0,1964.1,0.0214,0.0,-1.9,0.3,0.9,0.0,145.4,11955.0,42.5,0
82.02,1237.4,0.0044,0.146,10.3,6.2,-3.8,0.57,242.1,8512.0,73.9,1
72.4,1385.2,0.0229,0.059,17.9,10.9,-5.4,1.264,76.4,13523.0,47.1,1
100.0,1676.9,0.0593,0.0,3.8,4.0,-0.6,0.422,58.2,10312.0,59.1,1
15.76,248.1,0.0163,0.104,60.9,30.4,-18.0,2.384,221.1,12407.0,56.7,2
88.28,1319.7,0.0158,0.004,6.9,1.4,-3.7,0.248,287.7,2214.0,93.4,1
59.13,1102.9,0.0148,0.172,18.6,18.0,-10.7,1.88,282.2,7557.0,90.3,2
100.0,1654.0,0.0324,0.0,9.3,-2.7,4.2,0.193,201.4,908.0,44.6,0
21.34,301.1,0.0322,0.138,47.0,22.9,-15.4,1.804,117.3,4846.0,85.8,2
83.77,1497.7,0.0068,0.119,11.8,6.6,-3.4,0.744,169.3,3936.0,90.6,1
100.0,1832.7,0.0129,0.0,7.7,-0.9,4.5,0.0,291.3,12678.0,49.0,0
55.77,1524.2,0.0012,0.001,22.0,11.5,-5.9,0.268,129.8,929.0,63.7,1
100.0,1725.1,0.0021,0.0,0.1,3.9,-3.2,0.368,232.4,9122.0,63.7,0
80.73,1432.7,0.005,0.128,7.7,6.2,-5.0,0.317,135.3,2855.0,88.2,1
100.0,1782.6,0.0084,0.0,-4.1,4.9,4.1,0.082,160.3,6381.0,74.6,1
58.71,1012.9,0.0146,0.489,18.4,9.7,-5.2,1.531,92.6,2653.0,81.4,2
100.0,1937.8,0.0001,0.0,9.3,5.9,-0.1,0.0,48.2,5510.0,68.4,0
35.29,290.7,0.021,0.118,45.3,17.2,-8.2,1.435,218.0,13969.0,77.3,2
52.82,884.4,0.0124,0.009,26.5,13.1,-12.1,0.889,198.5,9162.0,98.7,2
52.08,815.4,0.0385,0.232,30.0,14.5,-8.1,0.832,182.9,6019.0,73.1,2
89.94,1710.5,0.0026,0.006,-4.0,6.5,-2.2,1.257,45.8,9381.0,79.7,1
62.18,1119.8,0.0268,0.024,25.3,11.6,-1.8,0.763,298.3,6569.0,65.7,2
77.7,1430.4,0.0166,0.008,8.3,8.1,-4.2,0.775,124.8,10355.0,69.5,0
33.63,1210.6,0.0543,0.11,33.1,19.9,-13.6,1.003,75.3,6174.0,83.1,2
50.9,853.2,0.0058,0.035,29.0,15.9,-8.3,0.901,44.2,968.0,46.3,1
76.56,1541.3,0.0106,0.189,16.8,1.5,-4.8,1.409,282.2,2977.0,77.2,1
57.57,1174.5,0.0314,0.002,20.6,12.7,-8.8,0.949,281.3,1643.0,52.5,1
31.5,765.7,0.0587,0.04,41.5,21.5,-10.0,1.566,290.3,2268.0,70.6,2
92.11,1906.1,0.0173,0.0,2.1,0.4,-1.5,0.0,149.2,13303.0,42.1,0
100.0,1668.7,0.0346,0.0,2.0,-0.1,-3.0,0.002,111.8,7004.0,53.7,0
45.54,628.3,0.003,0.065,38.1,16.9,-10.4,2.136,125.5,3519.0,97.5,2
54.12,846.9,0.0046,0.04,25.2,18.0,-4.4,1.204,50.6,11298.0,56.9,1
63.49,1123.5,0.0027,0.029,19.1,10.4,-7.2,0.692,140.5,12419.0,40.0,1
84.07,1635.2,0.0013,0.406,4.2,1.7,-3.4,0.748,226.2,5267.0,69.6,0
68.43,1465.2,0.0616,0.048,14.1,0.4,-7.7,1.318,210.3,9826.0,52.8,1
31.07,797.4,0.0257,0.018,34.8,20.6,-14.8,0.721,211.6,9793.0,84.9,2
100.0,1489.3,0.0321,0.0,-1.3,-0.3,-0.4,0.0,72.5,4478.0,95.2,1
35.47,733.1,0.0013,0.528,31.6,21.0,-13.2,1.065,96.8,10560.0,41.0,2
100.0,1666.5,0.0386,0.0,1.5,-4.6,0.4,0.0,83.6,7659.0,78.0,1
31.79,551.6,0.0056,0.0,25.9,15.8,-9.9,1.89,197.4,14220.0,71.8,2
86.0,1479.4,0.0049,0.006,8.0,0.0,-3.2,0.438,274.1,14508.0,74.1,1
100.0,1829.0,0.0221,0.0,3.1,3.3,-1.2,0.0,207.6,9837.0,93.6,1
83.75,1682.9,0.0026,0.101,14.0,6.9,-2.7,0.763,115.7,8604.0,80.9,1
40.11,817.0,0.0287,0.414,33.1,15.8,-10.6,1.53,83.1,335.0,86.7,2
100.0,1778.1,0.0061,0.0,10.9,-3.5,-2.0,0.574,151.8,6844.0,59.1,0
67.53,1346.3,0.0309,0.018,29.8,4.6,-7.5,0.684,56.1,926.0,43.5,1
56.18,875.7,0.0024,0.067,31.6,12.4,-8.1,1.483,227.7,11047.0,88.2,2
71.17,1163.7,0.0615,0.037,17.0,8.0,-4.4,0.287,291.9,5684.0,54.5,1
56.16,962.6,0.0086,0.017,18.4,15.9,-8.8,1.238,282.7,13612.0,52.3,1
100.0,1590.1,0.0345,0.0,7.0,0.5,4.5,0.0,146.5,3722.0,90.8,1
30.87,396.5,0.0016,0.075,41.0,22.3,-8.4,2.251,135.6,9149.0,52.7,2
66.2,962.6,0.014,0.057,19.5,3.7,-6.5,0.859,247.1,3528.0,84.2,2
52.71,585.2,0.0335,0.187,30.3,18.4,-11.6,1.459,243.4,14857.0,71.6,2
54.39,723.0,0.0064,0.055,11.6,12.8,-6.6,1.214,124.0,10207.0,89.7,2
48.23,864.8,0.0019,0.022,28.9,18.8,-10.1,0.572,255.4,6062.0,57.7,2
42.07,1115.4,0.0034,0.22,36.8,16.5,-12.3,1.987,183.6,2018.0,87.8,2
100.0,1763.1,0.0069,0.0,-3.7,0.1,1.6,0.331,86.3,11063.0,48.8,0
100.0,1658.9,0.0038,0.0,-1.1,0.6,0.2,0.0,152.5,9706.0,85.4,1
100.0,2002.0,0.0166,0.0,-3.8,-2.5,3.9,0.0,123.7,2232.0,71.4,0
49.93,741.8,0.0043,0.081,34.2,15.0,-10.1,1.305,100.8,6392.0,45.7,2
41.87,987.8,0.0128,0.031,28.5,13.8,-13.8,1.072,241.1,4076.0,89.1,2
52.73,872.1,0.0058,0.038,31.2,17.9,-4.5,0.369,142.3,8609.0,76.6,2
100.0,1841.4,0.0238,0.0,5.2,3.2,-0.8,0.0,191.2,11783.0,44.5,0
100.0,1731.0,0.0037,0.0,-3.2,-5.5,2.0,0.0,273.4,1630.0,98.7,1
100.0,1916.2,0.0336,0.0,-4.0,0.9,-3.0,0.781,105.3,2322.0,87.2,1
58.1,1048.4,0.0196,0.021,24.2,11.2,-7.8,1.657,223.1,337.0,44.1,1
94.24,1767.1,0.077,0.0,6.9,-0.9,1.6,0.409,119.4,940.0,97.5,2
84.8,1485.5,0.015,0.116,11.1,5.4,-2.5,0.515,130.2,4136.0,79.6,1
72.14,1806.2,0.0031,0.301,12.7,-0.2,-2.9,1.09,207.5,9639.0,47.5,1
93.33,1662.1,0.0336,0.0,4.1,4.9,-0.5,0.581,144.2,3342.0,52.0,0
79.67,1650.1,0.0238,0.046,1.4,8.7,-4.8,1.987,195.9,10438.0,92.3,1
